0.286595,0.551456,0.884432,0.502089,1.601819,3.882665,11.521595,2.181340,0.978256,1.049556,1.252226,1.807116,4.111007,5.043982,1.317475,0.566370,1.039050,0.984251,1.690405,7.291849,3.836257,1.458654,0.732608,0.839502,0.230419,1.027642,4.683084,1.506204,0.850862,0.464833,0.703255,0.173537,0.643992,0.845409,0.389799,0.612286,0.446801,0.631626,0.310949,0.945459,0.853546,0.583958,0.315811,0.500607,0.503502,0.523598,0.385255,0.925263,0.694601,0.504354,1.742032,0.806047,1.716271,1.610717,0.448798,0.509169,0.366252,0.313663,0.108466,0.162001,0.234072,0.070572,0.146127
0.066108,0.203426,0.204438,0.276637,0.633466,5.916376,0.742431,0.631581,0.764403,0.702722,1.094643,6.902037,2.412904,0.721855,0.262731,0.686969,1.262694,4.410831,1.623407,0.307712,0.526126,0.330897,0.759284,2.403514,2.004694,0.983575,0.402547,0.369357,0.510329,0.862787,0.427709,0.161935,0.445537,0.470391,0.118119,0.539284,0.686664,0.143750,0.231539,0.370591,0.245541,0.209905,0.157934,0.491817,0.281667,0.291805,0.438696,0.715799,0.341378,0.420509,1.086717,0.098238,1.406059,1.346435,1.100349,0.611270,0.016706,0.205439,0.348194,0.473392,0.280052,0.232219,0.216839
0.403301,0.269041,0.225883,0.270629,0.624086,8.457904,0.948702,0.734499,0.911687,0.960201,1.463441,8.125867,1.174731,0.386411,0.295245,0.456188,0.995150,4.332094,1.499706,0.639020,0.184988,0.233830,0.899749,4.248167,2.766410,0.913490,0.346078,0.273436,0.222673,0.853220,0.795268,0.768894,0.272212,0.063005,0.363527,0.443796,0.615688,0.247345,0.084661,0.326134,0.314901,0.201114,0.251953,0.275255,0.319775,0.217014,0.593452,0.172116,0.412837,0.457206,0.698512,1.521532,0.378220,2.199049,0.669542,1.148618,0.350536,0.342028,0.342148,0.088258,0.533685,0.171465,0.244458
0.584330,0.487802,0.733387,0.655502,1.548211,7.384861,0.213670,0.091693,0.499336,0.920306,3.169127,3.748884,1.381421,0.762002,0.657580,0.473079,2.564731,1.402834,0.785956,0.500209,0.530494,0.192636,0.579719,1.012394,0.626086,0.410347,0.481005,0.229785,0.293952,0.369782,0.610604,0.240345,0.248487,0.152376,0.368996,0.103435,0.501284,0.380265,0.175726,0.329211,0.252414,0.061225,0.352448,0.083842,0.324944,0.058084,0.252383,0.288710,0.536549,0.517707,1.057607,1.161572,1.240031,1.786958,0.874874,1.060628,0.362878,0.515639,0.418469,0.351149,0.215670,0.263441,0.117198
0.611451,0.914259,1.150734,1.518994,2.114111,7.907004,0.374548,0.450842,0.407633,1.310067,2.796045,5.423762,1.816281,1.056866,0.718066,0.819576,2.484940,2.062608,0.960298,0.430079,0.445112,0.970271,3.977016,2.532749,1.404066,0.667970,0.772122,0.600486,2.452591,0.703234,0.515312,0.252821,0.268163,0.173009,1.024586,0.225675,0.128903,0.252179,0.308712,0.103266,0.317175,0.243145,0.218983,0.157268,0.249093,0.200736,0.152804,0.407107,0.409047,0.135057,0.790719,1.035364,2.121530,0.797307,0.680471,0.731403,0.252387,0.310091,0.350715,0.350211,0.263487,0.530820,0.156224
0.659223,0.586789,0.391815,0.471009,1.219850,9.653879,0.287451,0.460618,0.306468,0.831763,1.491401,7.200205,1.221789,0.640234,0.343012,0.604366,1.325873,3.359107,0.857215,0.759189,0.308974,1.098622,2.338407,4.758179,1.884245,1.306014,0.303466,0.538299,0.648813,1.482661,0.782728,0.194869,0.512448,0.373068,0.157453,0.427464,0.119855,0.120368,0.501737,0.200776,0.314401,0.853942,0.206760,0.113045,0.339488,0.312036,0.233873,0.102767,0.152436,0.854993,1.043901,0.199854,1.775017,1.653973,1.025096,0.730805,0.577463,0.270560,0.205549,0.356967,0.189011,0.476494,0.379120
1.013059,0.969836,1.187775,1.420922,3.146221,6.230641,1.067450,0.054150,0.498741,0.734583,4.151472,1.965344,0.748222,0.505855,0.350022,0.715391,3.140523,0.430902,0.116557,0.104556,0.266476,1.141376,2.687256,0.445774,0.413852,0.355792,0.228936,0.531343,0.743934,0.064891,0.224406,0.142786,0.154225,0.192026,0.639550,0.219051,0.153206,0.136919,0.313072,0.129442,0.110154,0.061233,0.174483,0.147764,0.264353,0.355243,0.195030,0.156075,0.734963,0.297214,1.082855,0.832072,1.277692,1.805084,0.786279,0.775239,0.480545,0.321784,0.244435,0.169055,0.267804,0.189212,0.225999
0.128899,0.388257,0.450767,0.611994,1.041435,9.311743,0.580783,0.626384,0.242270,0.963718,0.615852,9.001464,0.978952,1.028176,0.484678,0.797372,1.404707,3.139203,0.760653,1.102111,0.335930,1.686019,2.344938,3.052606,1.560063,0.485134,0.411822,0.505474,0.600736,1.339201,0.287352,0.198998,0.454543,0.225545,0.277414,0.383241,0.456739,0.172379,0.249296,0.243091,0.404836,0.179810,0.211011,0.279551,0.398002,0.034846,0.474590,0.386114,0.996950,0.570555,0.693271,1.228222,0.842999,2.088775,0.575428,0.600576,0.326678,0.478841,0.277172,0.190811,0.085761,0.176461,0.203564
0.530351,0.084142,0.544180,0.400068,0.530231,9.320054,1.001380,0.976535,0.903233,1.168427,3.389241,7.356355,3.404125,0.738666,0.135339,0.251168,1.614734,2.214373,2.435390,1.387440,0.557696,0.664044,2.061594,3.413450,2.087960,0.431544,0.647087,0.419852,0.241984,0.977792,0.833431,0.559322,0.461912,0.352565,0.307821,0.680509,0.194374,0.457893,0.254988,0.478335,0.435583,0.268271,0.392192,0.238096,0.231707,0.199770,0.233841,0.401884,0.314763,0.798680,0.699395,0.521246,1.591095,1.996730,1.433993,0.385820,0.674584,0.251098,0.430022,0.527916,0.274908,0.317541,0.326752
0.967478,0.865545,1.139253,1.780912,3.853577,4.680687,0.769765,0.515495,0.220963,0.426842,6.430138,0.970064,0.508791,0.545248,0.673707,1.376838,2.470608,0.307037,0.430747,0.468490,1.131410,3.634803,2.647390,1.762136,1.040011,1.006033,1.309532,3.554940,0.684492,0.449743,0.216272,0.194850,0.306097,0.397450,0.390061,0.279029,0.365281,0.297578,0.506324,0.415719,0.279627,0.331583,0.540308,0.699409,0.148228,0.208142,0.157258,0.222317,0.209834,0.147556,0.497261,0.667035,2.873911,0.804232,0.149037,0.218888,0.324684,0.266804,0.330650,0.344346,0.537768,0.257201,0.290357
